Date,Close
2017-2-17 下午04:00:00,26.1
2017-2-21 下午04:00:00,26.23
2017-2-22 下午04:00:00,26.26
2017-2-23 下午04:00:00,26.26
2017-2-24 下午04:00:00,26.32
2017-2-27 下午04:00:00,26.3
2017-2-28 下午04:00:00,26.18
2017-3-1 下午04:00:00,26.55
2017-3-2 下午04:00:00,26.37
2017-3-3 下午04:00:00,26.43
2017-3-6 下午04:00:00,26.39
2017-3-7 下午04:00:00,26.39
2017-3-8 下午04:00:00,26.42
2017-3-9 下午04:00:00,26.42
2017-3-10 下午04:00:00,26.56
2017-3-13 下午04:00:00,26.58
2017-3-14 下午04:00:00,26.52
2017-3-15 下午04:00:00,26.7
2017-3-16 下午04:00:00,26.72
2017-3-17 下午04:00:00,26.67
2017-3-20 下午04:00:00,26.69
2017-3-21 下午04:00:00,26.31
2017-3-22 下午04:00:00,26.47
2017-3-23 下午04:00:00,26.4
2017-3-24 下午04:00:00,26.42
2017-3-27 下午04:00:00,26.42
2017-3-28 下午04:00:00,26.61
2017-3-29 下午04:00:00,26.66
2017-3-30 下午04:00:00,26.71
2017-3-31 下午04:00:00,26.66
2017-4-3 下午04:00:00,26.63
2017-4-4 下午04:00:00,26.65
2017-4-5 下午04:00:00,26.54
2017-4-6 下午04:00:00,26.55
2017-4-7 下午04:00:00,26.53
2017-4-10 下午04:00:00,26.48
2017-4-11 下午04:00:00,26.38
2017-4-12 下午04:00:00,26.29
2017-4-13 下午04:00:00,26.19
2017-4-17 下午04:00:00,26.43
2017-4-18 下午04:00:00,26.42
2017-4-19 下午04:00:00,26.4
2017-4-20 下午04:00:00,26.64
2017-4-21 下午04:00:00,26.59
2017-4-24 下午04:00:00,26.9
2017-4-25 下午04:00:00,27.04
2017-4-26 下午04:00:00,27.01
2017-4-27 下午04:00:00,27.12
2017-4-28 下午04:00:00,27.19
2017-5-1 下午04:00:00,27.4
2017-5-2 下午04:00:00,27.46
2017-5-3 下午04:00:00,27.41
2017-5-4 下午04:00:00,27.39
2017-5-5 下午04:00:00,27.49
2017-5-8 下午04:00:00,27.61
2017-5-9 下午04:00:00,27.64
2017-5-10 下午04:00:00,27.75
2017-5-11 下午04:00:00,27.71
2017-5-12 下午04:00:00,27.78
2017-5-15 下午04:00:00,27.94
2017-5-16 下午04:00:00,28.07
2017-5-17 下午04:00:00,27.3
2017-5-18 下午04:00:00,27.46
2017-5-19 下午04:00:00,27.62
2017-5-22 下午04:00:00,27.84
2017-5-23 下午04:00:00,27.89
2017-5-24 下午04:00:00,28.01
2017-5-25 下午04:00:00,28.21
2017-5-26 下午04:00:00,28.19
2017-5-30 下午04:00:00,28.31
2017-5-31 下午04:00:00,28.27
2017-6-1 下午04:00:00,28.34
2017-6-2 下午04:00:00,28.6
2017-6-5 下午04:00:00,28.62
2017-6-6 下午04:00:00,28.57
2017-6-7 下午04:00:00,28.66
2017-6-8 下午04:00:00,28.72
2017-6-9 下午04:00:00,28.01
2017-6-12 下午04:00:00,27.85
2017-6-13 下午04:00:00,28.05
2017-6-14 下午04:00:00,27.91
2017-6-15 下午04:00:00,27.79
2017-6-16 下午04:00:00,27.63
2017-6-19 下午04:00:00,28.04
2017-6-20 下午04:00:00,27.81
2017-6-21 下午04:00:00,27.97
2017-6-22 下午04:00:00,27.98
2017-6-23 下午04:00:00,28.15
2017-6-26 下午04:00:00,28
2017-6-27 下午04:00:00,27.54
2017-6-28 下午04:00:00,27.89
2017-6-29 下午04:00:00,27.39
2017-6-30 下午04:00:00,27.36
2017-7-3 下午04:00:00,27.17
2017-7-5 下午04:00:00,27.44
2017-7-6 下午04:00:00,27.19
2017-7-7 下午04:00:00,27.51
2017-7-10 下午04:00:00,27.71
2017-7-11 下午04:00:00,27.77
2017-7-12 下午04:00:00,28.13
2017-7-13 下午04:00:00,28.18
2017-7-14 下午04:00:00,28.43
2017-7-17 下午04:00:00,28.44
2017-7-18 下午04:00:00,28.57
2017-7-19 下午04:00:00,28.71
2017-7-20 下午04:00:00,28.77
2017-7-21 下午04:00:00,28.74
2017-7-24 下午04:00:00,28.81
2017-7-25 下午04:00:00,28.75
2017-7-26 下午04:00:00,28.86
2017-7-27 下午04:00:00,28.75
2017-7-28 下午04:00:00,28.72
2017-7-31 下午04:00:00,28.58
2017-8-1 下午04:00:00,28.73
2017-8-2 下午04:00:00,28.81
2017-8-3 下午04:00:00,28.74
2017-8-4 下午04:00:00,28.81
2017-8-7 下午04:00:00,28.98
2017-8-8 下午04:00:00,28.94
2017-8-9 下午04:00:00,28.93
2017-8-10 下午04:00:00,28.36
2017-8-11 下午04:00:00,28.55
2017-8-14 下午04:00:00,29.01
2017-8-15 下午04:00:00,29.05
2017-8-16 下午04:00:00,29.14
2017-8-17 下午04:00:00,28.57
2017-8-18 下午04:00:00,28.54
2017-8-21 下午04:00:00,28.53
2017-8-22 下午04:00:00,28.95
2017-8-23 下午04:00:00,28.88
2017-8-24 下午04:00:00,28.86
2017-8-25 下午04:00:00,28.85
2017-8-28 下午04:00:00,28.91
2017-8-29 下午04:00:00,29.03
2017-8-30 下午04:00:00,29.24
2017-8-31 下午04:00:00,29.42
2017-9-1 下午04:00:00,29.39
2017-9-5 下午04:00:00,29.13
2017-9-6 下午04:00:00,29.16
2017-9-7 下午04:00:00,29.26
2017-9-8 下午04:00:00,29.02
2017-9-11 下午04:00:00,29.43
2017-9-12 下午04:00:00,29.5
2017-9-13 下午04:00:00,29.46
2017-9-14 下午04:00:00,29.36
2017-9-15 下午04:00:00,29.37
2017-9-18 下午04:00:00,29.4
2017-9-19 下午04:00:00,29.53
2017-9-20 下午04:00:00,29.41
2017-9-21 下午04:00:00,29.25
2017-9-22 下午04:00:00,29.26
2017-9-25 下午04:00:00,28.92
2017-9-26 下午04:00:00,29.02
2017-9-27 下午04:00:00,29.32
2017-9-28 下午04:00:00,29.35
2017-9-29 下午04:00:00,29.55
2017-10-2 下午04:00:00,29.6
2017-10-3 下午04:00:00,29.67
2017-10-4 下午04:00:00,29.65
2017-10-5 下午04:00:00,29.93
2017-10-6 下午04:00:00,29.98
2017-10-9 下午04:00:00,30.05
2017-10-10 下午04:00:00,30.08
2017-10-11 下午04:00:00,30.18
2017-10-12 下午04:00:00,30.11
2017-10-13 下午04:00:00,30.25
2017-10-16 下午04:00:00,30.36
2017-10-17 下午04:00:00,30.36
2017-10-18 下午04:00:00,30.44
2017-10-19 下午04:00:00,30.35
2017-10-20 下午04:00:00,30.55
2017-10-23 下午04:00:00,30.41
2017-10-24 下午04:00:00,30.49
2017-10-25 下午04:00:00,30.33
2017-10-26 下午04:00:00,30.45
2017-10-27 下午04:00:00,31.27
2017-10-30 下午04:00:00,31.34
2017-10-31 下午04:00:00,31.48
2017-11-1 下午04:00:00,31.48
2017-11-2 下午04:00:00,31.5
2017-11-3 下午04:00:00,31.75
2017-11-6 下午04:00:00,31.82
2017-11-7 下午04:00:00,31.83
2017-11-8 下午04:00:00,32.01
2017-11-9 下午04:00:00,31.75
2017-11-10 下午04:00:00,31.75
2017-11-13 下午04:00:00,31.74
2017-11-14 下午04:00:00,31.68
2017-11-15 下午04:00:00,31.44
2017-11-16 下午04:00:00,31.88
2017-11-17 下午04:00:00,31.68
2017-11-20 下午04:00:00,31.8
2017-11-21 下午04:00:00,32.13
2017-11-22 下午04:00:00,32.07
2017-11-24 下午04:00:00,32.25
2017-11-27 下午04:00:00,32.25
2017-11-28 下午04:00:00,32.35
2017-11-29 下午04:00:00,31.64
2017-11-30 下午04:00:00,31.92
2017-12-1 下午04:00:00,31.76
2017-12-4 下午04:00:00,31.25
2017-12-5 下午04:00:00,31.26
2017-12-6 下午04:00:00,31.46
2017-12-7 下午04:00:00,31.65
2017-12-8 下午04:00:00,31.8
2017-12-11 下午04:00:00,32.08
2017-12-12 下午04:00:00,32.07
2017-12-13 下午04:00:00,32.08
2017-12-14 下午04:00:00,32.03
2017-12-15 下午04:00:00,32.28
2017-12-18 下午04:00:00,32.57
2017-12-19 下午04:00:00,32.37
2017-12-20 下午04:00:00,32.35
2017-12-21 下午04:00:00,32.29
2017-12-22 下午04:00:00,32.27
2017-12-26 下午04:00:00,32.06
2017-12-27 下午04:00:00,32.09
2017-12-28 下午04:00:00,32.15
2017-12-29 下午04:00:00,31.98
2018-1-2 下午04:00:00,32.37
2018-1-3 下午04:00:00,32.64
2018-1-4 下午04:00:00,32.81
2018-1-5 下午04:00:00,33.15
2018-1-8 下午04:00:00,33.28
2018-1-9 下午04:00:00,33.19
2018-1-10 下午04:00:00,33.08
2018-1-11 下午04:00:00,33.21
2018-1-12 下午04:00:00,33.41
2018-1-16 下午04:00:00,33.28
2018-1-17 下午04:00:00,33.78
2018-1-18 下午04:00:00,33.84
2018-1-19 下午04:00:00,33.9
2018-1-22 下午04:00:00,34.23
2018-1-23 下午04:00:00,34.38
2018-1-24 下午04:00:00,34.12
2018-1-25 下午04:00:00,34.06
2018-1-26 下午04:00:00,34.6
